point_id,ts,anchor_ids,ranges,X_LOCAL_BLE,Y_LOCAL_BLE,Z_LOCAL_BLE
A13B6,1729686520045,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[52.9, 38.05, 46.39, 23.34, 61.32]",4.019,32.81,3.284
A13B6,1729686520541,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[52.9, nan, 46.46, 29.71, nan]",4.019,32.81,3.284
A13B6,1729686520958,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[43.03, nan, 39.73, 29.56, nan]",4.019,32.81,3.284
A13B6,1729686521421,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[51.44, nan, 44.71, 29.56, nan]",4.019,32.81,3.284
A13B6,1729686521837,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.03, nan, 44.71, 23.78, nan]",4.019,32.81,3.284
A13B6,1729686522364,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[43.1, nan, 44.85, 20.92, nan]",4.019,32.81,3.284
A13B6,1729686522860,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.95, 37.9, nan, 23.78, nan]",4.019,32.81,3.284
A13B6,1729686523436,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.81, 37.98, 39.88, 23.49, nan]",4.019,32.81,3.284
A13B6,1729686533691,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.66, 37.9, 44.71, nan, 37.54]",4.019,32.81,3.284
A13B6,1729686534188,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.59, nan, 44.71, 23.78, 37.46]",4.019,32.81,3.284
A13B6,1729686534683,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.59, nan, 44.64, 23.78, 37.39]",4.019,32.81,3.284
A13B6,1729686535164,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.59, nan, 44.64, 23.78, nan]",4.019,32.81,3.284
A13B6,1729686535564,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.66, nan, 44.64, nan, nan]",4.019,32.81,3.284
A13B6,1729686536092,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.66, nan, 44.64, 23.85, nan]",4.019,32.81,3.284
A13B6,1729686536588,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.66, nan, 44.71, 23.78, 37.32]",4.019,32.81,3.284
A13B6,1729686537084,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.59, nan, 44.64, 23.78, 37.32]",4.019,32.81,3.284
A13B6,1729686537564,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.66, nan, 44.78, 23.71, nan]",4.019,32.81,3.284
A13B6,1729686538045,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.59, nan, 44.64, 23.71, nan]",4.019,32.81,3.284
A13B6,1729686538541,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.59, nan, 44.71, 20.92, 37.24]",4.019,32.81,3.284
A13B6,1729686539036,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.66, nan, 44.78, 23.71, 37.32]",4.019,32.81,3.284
A13B6,1729686539516,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.73, nan, 44.78, 23.63, nan]",4.019,32.81,3.284
A13B6,1729686540108,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.73, 37.83, 44.71, 20.85, 37.39]",4.019,32.81,3.284
A13B6,1729686540604,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.73, nan, 44.42, 20.85, 37.61]",4.019,32.81,3.284
A13B6,1729686541100,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.73, nan, 44.78, 23.63, 37.68]",4.019,32.81,3.284
A13B6,1729686541579,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[42.95, nan, 44.56, 23.63, nan]",4.019,32.81,3.284
A13B6,1729686542076,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[43.1, nan, 44.34, 23.71, 37.17]",4.019,32.81,3.284
A13B6,1729686542572,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.73, nan, 44.64, 23.78, 37.17]",4.019,32.81,3.284
A13B6,1729686543069,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[52.03, nan, 44.49, 23.71, 37.24]",4.019,32.81,3.284
A13B6,1729686543516,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[51.95, nan, 44.78, nan, nan]",4.019,32.81,3.284
A13B6,1729686544012,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.95, nan, 44.64, 23.78, 37.02]",4.019,32.81,3.284
A13B6,1729686544429,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[51.88, nan, 44.78, 29.71, nan]",4.019,32.81,3.284
A13B6,1729686544860,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.81, nan, 44.93, nan, 37.32]",4.019,32.81,3.284
A13B6,1729686545356,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.81, nan, 44.78, 26.85, 37.17]",4.019,32.81,3.284
A13B6,1729686545852,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.81, nan, 44.49, 20.92, 37.24]",4.019,32.81,3.284
A13B6,1729686546364,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.73, nan, 44.49, 20.92, 37.24]",4.019,32.81,3.284
A13B6,1729686546844,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.81, nan, 44.49, 21.07, nan]",4.019,32.81,3.284
A13B6,1729686547340,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.81, nan, 44.56, 21.0, nan]",4.019,32.81,3.284
A13B6,1729686547852,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.81, nan, 44.56, 20.92, 37.24]",4.019,32.81,3.284
A13B6,1729686548380,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.81, nan, 44.56, 20.92, nan]",4.019,32.81,3.284
A13B6,1729686548860,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.88, nan, 44.64, 20.92, nan]",4.019,32.81,3.284
A13B6,1729686549356,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.88, nan, 44.56, 20.85, 37.24]",4.019,32.81,3.284
A13B6,1729686549852,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.88, nan, 44.64, 23.78, 37.32]",4.019,32.81,3.284
A13B6,1729686550492,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.81, 37.9, 44.64, 26.78, nan]",4.019,32.81,3.284
A13B6,1729686550988,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.81, nan, 44.78, 29.71, nan]",4.019,32.81,3.284
A13B6,1729686551596,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[nan, 37.83, 44.71, 26.85, nan]",4.019,32.81,3.284
A13B6,1729686552124,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.59, nan, 44.78, 26.93, nan]",4.019,32.81,3.284
A13B6,1729686552652,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.44, nan, 44.78, 29.93, nan]",4.019,32.81,3.284
A13B6,1729686553228,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.44, 37.83, 44.56, 26.85, nan]",4.019,32.81,3.284
A13B6,1729686553772,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.51, nan, 44.64, 29.93, nan]",4.019,32.81,3.284
A13B6,1729686554268,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.3, nan, 44.49, 26.78, nan]",4.019,32.81,3.284
A13B6,1729686554764,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.15, nan, 44.34, 26.85, nan]",4.019,32.81,3.284
A13B6,1729686555307,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.44, nan, 44.42, 26.93, nan]",4.019,32.81,3.284
A13B6,1729686555835,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[51.37, nan, 39.73, 20.92, nan]",4.019,32.81,3.284
A13B6,1729686556300,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.66, nan, 44.85, 27.0, nan]",4.019,32.81,3.284
A13B6,1729686556763,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.51, nan, 44.93, 21.0, nan]",4.019,32.81,3.284
A13B6,1729686557212,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.51, 37.83, nan, nan, nan]",4.019,32.81,3.284
A13B6,1729686557675,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[nan, 37.98, nan, 29.78, nan]",4.019,32.81,3.284
A13B6,1729686558124,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[51.81, nan, 44.56, nan, nan]",4.019,32.81,3.284
A13B6,1729686558556,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[51.73, nan, nan, nan, nan]",4.019,32.81,3.284
A13B6,1729686559180,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[51.07, 38.05, 39.95, 23.78, nan]",4.019,32.81,3.284
A13B6,1729686559611,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.44, nan, nan, nan, nan]",4.019,32.81,3.284
A13B6,1729686560076,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.03, nan, 44.71, 23.71, nan]",4.019,32.81,3.284
A13B6,1729686560492,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[42.88, nan, 44.12, nan, nan]",4.019,32.81,3.284
A13B6,1729686560972,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.15, nan, 39.51, 29.41, nan]",4.019,32.81,3.284
A13B6,1729686561468,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.3, nan, 44.71, 29.56, 38.49]",4.019,32.81,3.284
A13B6,1729686561964,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.44, nan, 44.64, 20.85, 37.39]",4.019,32.81,3.284
A13B6,1729686562380,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.59, nan, 44.49, 29.71, nan]",4.019,32.81,3.284
A13B6,1729686562796,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.66, nan, 44.49, nan, 37.24]",4.019,32.81,3.284
A13B6,1729686563371,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.3, 38.12, 44.42, 29.63, nan]",4.019,32.81,3.284
A13B6,1729686563852,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.37, nan, 44.49, 29.63, nan]",4.019,32.81,3.284
A13B6,1729686564332,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.37, nan, 44.71, 29.56, nan]",4.019,32.81,3.284
A13B6,1729686564827,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.37, 37.9, nan, 29.63, 37.61]",4.019,32.81,3.284
A13B6,1729686565243,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.37, nan, 44.64, nan, nan]",4.019,32.81,3.284
A13B6,1729686565756,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.22, 37.83, 44.71, nan, 37.17]",4.019,32.81,3.284
A13B6,1729686566236,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.73, nan, 44.56, 23.71, nan]",4.019,32.81,3.284
A13B6,1729686566699,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.73, nan, 44.78, 23.63, nan]",4.019,32.81,3.284
A13B6,1729686567276,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.44, 37.98, 44.56, 29.63, 37.02]",4.019,32.81,3.284
A13B6,1729686567771,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.44, nan, 44.42, 29.78, 37.39]",4.019,32.81,3.284
A13B6,1729686568252,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.51, nan, 43.98, 29.85, nan]",4.019,32.81,3.284
A13B6,1729686568779,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[42.95, nan, 44.49, 20.92, nan]",4.019,32.81,3.284
A13B6,1729686569339,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.51, 37.83, 44.27, 23.71, nan]",4.019,32.81,3.284
A13B6,1729686569867,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.3, nan, 44.42, 29.85, nan]",4.019,32.81,3.284
A13B6,1729686570443,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[nan, 37.76, 44.42, 30.0, nan]",4.019,32.81,3.284
A13B6,1729686570940,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[51.15, 37.54, nan, 20.78, 37.32]",4.019,32.81,3.284
A13B6,1729686571436,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.88, nan, 44.64, 23.63, 37.98]",4.019,32.81,3.284
A13B6,1729686571932,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.95, nan, 44.27, 20.92, 38.05]",4.019,32.81,3.284
A13B6,1729686572427,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.95, nan, 44.78, 20.85, 38.05]",4.019,32.81,3.284
A13B6,1729686572908,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.03, nan, 44.71, 20.85, nan]",4.019,32.81,3.284
A13B6,1729686573372,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.66, nan, 44.49, 20.78, nan]",4.019,32.81,3.284
A13B6,1729686573868,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.95, nan, 44.42, 29.78, 37.32]",4.019,32.81,3.284
A13B6,1729686574395,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.81, nan, 44.27, 29.93, nan]",4.019,32.81,3.284
A13B6,1729686574908,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.1, 37.83, 44.34, nan, 37.54]",4.019,32.81,3.284
A13B6,1729686575323,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[43.03, nan, 44.27, nan, 37.54]",4.019,32.81,3.284
A13B6,1729686575932,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[nan, 37.83, 44.2, 29.78, nan]",4.019,32.81,3.284
A13B6,1729686576428,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.73, nan, 44.42, 27.07, 37.83]",4.019,32.81,3.284
A13B6,1729686576924,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.95, nan, 44.27, 29.85, 37.61]",4.019,32.81,3.284
A13B6,1729686577339,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[51.66, nan, 44.27, nan, 37.61]",4.019,32.81,3.284
A13B6,1729686577835,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[42.95, nan, 44.42, 27.07, 37.9]",4.019,32.81,3.284
A13B6,1729686578331,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.1, nan, 44.56, 23.71, 37.83]",4.019,32.81,3.284
A13B6,1729686578923,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.73, 37.83, 44.49, 23.63, 37.83]",4.019,32.81,3.284
A13B6,1729686579419,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.81, nan, 44.64, 29.85, 37.98]",4.019,32.81,3.284
A13B6,1729686579835,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.73, nan, 44.49, nan, 37.9]",4.019,32.81,3.284
A13B6,1729686580331,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.03, nan, 44.42, 27.0, 37.9]",4.019,32.81,3.284
A13B6,1729686580827,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.03, nan, 44.56, 27.0, 37.83]",4.019,32.81,3.284
A13B6,1729686581323,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.03, nan, 44.49, 27.0, 37.83]",4.019,32.81,3.284
A13B6,1729686581820,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[45.95, nan, 44.49, 27.0, 37.83]",4.019,32.81,3.284
A13B6,1729686582315,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.03, nan, 44.49, 27.0, 37.9]",4.019,32.81,3.284
A13B6,1729686582812,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[46.03, nan, 44.49, 26.93, 37.83]",4.019,32.81,3.284
A13B6,1729686583308,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.73, nan, 44.42, 27.0, 37.76]",4.019,32.81,3.284
A13B6,1729686583675,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.44, nan, nan, nan, nan]",4.019,32.81,3.284
A13B6,1729686584171,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.73, nan, 44.49, 27.0, 37.83]",4.019,32.81,3.284
A13B6,1729686584668,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[48.73, nan, 44.42, 27.0, 37.83]",4.019,32.81,3.284
A13B6,1729686585083,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.44, nan, 44.49, nan, 37.83]",4.019,32.81,3.284
A13B6,1729686585579,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.44, nan, 44.49, 27.0, 37.9]",4.019,32.81,3.284
A13B6,1729686586075,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.44, nan, 44.49, 27.0, 37.9]",4.019,32.81,3.284
A13B6,1729686586571,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.44, nan, 44.42, 27.0, 37.9]",4.019,32.81,3.284
A13B6,1729686587068,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.51, nan, 44.42, 27.0, 37.83]",4.019,32.81,3.284
A13B6,1729686587564,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.51, nan, 44.49, 27.07, 37.83]",4.019,32.81,3.284
A13B6,1729686588059,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.51, nan, 44.56, 29.71, 37.83]",4.019,32.81,3.284
A13B6,1729686588539,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[57.51, nan, 44.49, 23.56, nan]",4.019,32.81,3.284
A13B6,1729686589132,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.73, 37.9, 44.64, 23.71, nan]",4.019,32.81,3.284
A13B4,1729687394746,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.27, 35.19, 32.27, 18.58, 15.95]",-1.951,32.827,3.289
A13B4,1729687395289,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.2, nan, 31.68, 16.39, 26.27]",-1.951,32.827,3.289
A13B4,1729687395834,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.22, nan, 31.83, 19.17, 33.73]",-1.951,32.827,3.289
A13B4,1729687396378,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.59, nan, 31.9, 19.24, 33.95]",-1.951,32.827,3.289
A13B4,1729687396922,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.56, nan, 31.9, 18.07, 33.95]",-1.951,32.827,3.289
A13B4,1729687397386,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[44.78, nan, 31.83, nan, 33.8]",-1.951,32.827,3.289
A13B4,1729687397850,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[44.78, nan, 31.68, nan, 33.73]",-1.951,32.827,3.289
A13B4,1729687398490,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[44.78, 35.12, 31.68, 25.24, 15.88]",-1.951,32.827,3.289
A13B4,1729687399033,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 32.34, 15.66, 15.88]",-1.951,32.827,3.289
A13B4,1729687399498,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.37, nan, 32.12, nan, 15.95]",-1.951,32.827,3.289
A13B4,1729687399962,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.27, nan, 32.05, nan, 14.27]",-1.951,32.827,3.289
A13B4,1729687400506,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.34, nan, 33.0, 18.22, 14.05]",-1.951,32.827,3.289
A13B4,1729687401130,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[nan, 32.19, 31.9, 18.44, 16.09]",-1.951,32.827,3.289
A13B4,1729687401691,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[54.51, 31.54, 31.83, 17.78, nan]",-1.951,32.827,3.289
A13B4,1729687402329,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, 35.05, 32.49, 15.66, 16.09]",-1.951,32.827,3.289
A13B4,1729687402778,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.56, nan, nan, nan, 16.09]",-1.951,32.827,3.289
A13B4,1729687403242,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, nan, 31.97, nan, 16.17]",-1.951,32.827,3.289
A13B4,1729687403786,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, nan, 31.97, 15.73, 16.17]",-1.951,32.827,3.289
A13B4,1729687404330,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 31.97, 22.75, 16.09]",-1.951,32.827,3.289
A13B4,1729687404794,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 32.05, nan, 13.97]",-1.951,32.827,3.289
A13B4,1729687405259,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 32.05, 22.75, nan]",-1.951,32.827,3.289
A13B4,1729687405898,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, 35.27, 32.12, 22.75, 13.97]",-1.951,32.827,3.289
A13B4,1729687406361,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 32.05, nan, 13.97]",-1.951,32.827,3.289
A13B4,1729687406906,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 32.05, 22.68, 16.17]",-1.951,32.827,3.289
A13B4,1729687407369,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, nan, 31.97, 22.61, nan]",-1.951,32.827,3.289
A13B4,1729687408010,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, 35.19, 32.05, 25.17, 16.09]",-1.951,32.827,3.289
A13B4,1729687408473,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 31.97, nan, 16.09]",-1.951,32.827,3.289
A13B4,1729687409017,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 31.9, 18.88, 16.17]",-1.951,32.827,3.289
A13B4,1729687409561,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.34, nan, 31.97, 22.83, 13.9]",-1.951,32.827,3.289
A13B4,1729687410106,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.34, nan, 31.9, 22.68, 13.97]",-1.951,32.827,3.289
A13B4,1729687410649,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.34, nan, 31.97, 22.68, 13.83]",-1.951,32.827,3.289
A13B4,1729687411113,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 31.97, nan, 13.9]",-1.951,32.827,3.289
A13B4,1729687411658,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 32.05, 22.68, 16.17]",-1.951,32.827,3.289
A13B4,1729687412202,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 31.97, 18.58, 13.83]",-1.951,32.827,3.289
A13B4,1729687412746,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 32.78, 18.58, 13.9]",-1.951,32.827,3.289
A13B4,1729687413290,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, nan, 32.85, 18.58, 13.9]",-1.951,32.827,3.289
A13B4,1729687413929,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, 35.05, 33.07, 18.58, 13.97]",-1.951,32.827,3.289
A13B4,1729687414394,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 33.22, 18.36, nan]",-1.951,32.827,3.289
A13B4,1729687414938,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 33.07, 15.73, 13.83]",-1.951,32.827,3.289
A13B4,1729687415402,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 33.0, 15.66, nan]",-1.951,32.827,3.289
A13B4,1729687415945,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, nan, 33.0, 18.36, 16.09]",-1.951,32.827,3.289
A13B4,1729687416489,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 31.9, 18.51, 16.09]",-1.951,32.827,3.289
A13B4,1729687417033,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, nan, 32.93, 18.36, 13.83]",-1.951,32.827,3.289
A13B4,1729687417578,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.56, nan, 31.9, 15.73, 13.9]",-1.951,32.827,3.289
A13B4,1729687418122,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, nan, 31.9, 15.8, 13.9]",-1.951,32.827,3.289
A13B4,1729687418585,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.49, nan, 33.22, nan, 13.97]",-1.951,32.827,3.289
A13B4,1729687419129,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 31.83, 27.22, 14.05]",-1.951,32.827,3.289
A13B4,1729687419673,"['BLE1', 'BLE2', 'BLE3', 'BLE4', 'BLE5']","[50.42, nan, 31.97, 18.29, 13.9]",-1.951,32.827,3.289
